name,meal_type,diet_type,calories,protein,fats,carbs,fiber,sugar,iron,sodium,cholesterol,recipe_link
Cajun Lobster Pasta,lunch,"gluten free, primal",683.91,35.0,49.82,27.68,7.08,12.71,3.9,2291.34,270.82,https://spoonacular.com/recipes/Cajun-Lobster-Pasta-636732
Fried Salmon Cakes,lunch,pescatarian,692.98,26.73,31.29,78.65,11.21,7.16,4.7,1355.72,87.89,https://spoonacular.com/recipes/Fried-Salmon-Cakes-643789
Caribbean Cobb Salad with Fire-Roasted Pineapple Vinaigrette,lunch,"gluten free, dairy free, paleolithic, primal, whole 30",307.28,18.51,18.7,20.34,7.89,10.93,2.29,287.15,44.08,https://spoonacular.com/recipes/Caribbean-Cobb-Salad-with-Fire-Roasted-Pineapple-Vinaigrette-637102
Cashew Nut Chicken,lunch,"gluten free, dairy free",390.18,25.15,14.55,42.17,4.67,7.23,2.92,494.91,48.21,https://spoonacular.com/recipes/Cashew-Nut-Chicken-637260
Pesto Veggie Pizza,lunch,unknown,825.9,31.92,36.91,92.93,7.78,12.87,6.24,1464.19,66.88,https://spoonacular.com/recipes/Pesto-Veggie-Pizza-655847
Double Blueberry Quinoa Salad,lunch,"gluten free, dairy free, lacto ovo vegetarian, vegan",727.33,13.77,33.65,97.11,16.72,38.95,5.06,215.21,0.0,https://spoonacular.com/recipes/Double-Blueberry-Quinoa-Salad-641583
Chicken Enchilada Casserole,lunch,unknown,324.76,26.32,11.93,26.41,5.05,8.88,3.08,1351.54,64.64,https://spoonacular.com/recipes/Chicken-Enchilada-Casserole-715394
Tangy & Savory Mexican Soup,lunch,gluten free,560.65,25.67,35.13,39.23,7.46,10.3,4.71,659.56,87.59,https://spoonacular.com/recipes/Tangy-&-Savory-Mexican-Soup-662850
Green Salad With Fresh Orange Juice Dressing,lunch,"gluten free, dairy free, lacto ovo vegetarian",559.77,13.02,34.89,57.38,16.33,36.27,4.86,3603.96,186.5,https://spoonacular.com/recipes/Green-Salad-With-Fresh-Orange-Juice-Dressing-645514
Tuna Spaghetti With Fava Beans,lunch,pescatarian,722.84,43.3,28.0,77.94,11.12,15.54,6.63,1984.68,51.0,https://spoonacular.com/recipes/Tuna-Spaghetti-With-Fava-Beans-32579
Easy Eggplant Parmesan,lunch,"gluten free, lacto ovo vegetarian, primal",287.89,20.97,12.26,26.15,6.96,16.41,1.74,1201.24,13.56,https://spoonacular.com/recipes/Easy-Eggplant-Parmesan-641962
Greek Yogurt Chicken Salad,lunch,"gluten free, primal",334.09,41.31,11.43,16.46,1.45,9.21,2.52,318.44,97.64,https://spoonacular.com/recipes/Greek-Yogurt-Chicken-Salad-645384
Spicy Vegan Quesadillas,lunch,"gluten free, dairy free",428.98,16.15,11.34,71.81,23.26,13.79,5.2,792.28,0.0,https://spoonacular.com/recipes/Spicy-Vegan-Quesadillas-1096304
Korean Sweet n Sour Chicken,lunch,dairy free,604.11,56.26,22.47,41.26,3.42,14.35,3.23,808.52,186.07,https://spoonacular.com/recipes/Korean-Sweet-n-Sour-Chicken-638369
Simple Roast Chicken,lunch,gluten free,989.6,47.16,64.49,55.2,7.77,6.47,5.28,524.51,198.72,https://spoonacular.com/recipes/Simple-Roast-Chicken-660133
Healthy Chicken Tortilla Soup with Chicken and Sweet Potato,lunch,"gluten free, dairy free",342.99,22.2,12.57,37.12,7.04,10.41,3.72,596.22,52.5,https://spoonacular.com/recipes/Healthy-Chicken-Tortilla-Soup-with-Chicken-and-Sweet-Potato-1096229
How to Make the Best Chili,lunch,"gluten free, dairy free",303.77,32.13,6.74,31.87,8.62,15.12,7.24,773.83,70.31,https://spoonacular.com/recipes/How-to-Make-the-Best-Chili-1066893
Chicken Burgers with Spiced Rub,lunch,"gluten free, primal",849.15,86.9,44.98,28.62,5.69,18.3,6.19,1337.78,400.96,https://spoonacular.com/recipes/Chicken-Burgers-with-Spiced-Rub-1096060
White Bean Turkey Chili,lunch,dairy free,387.27,39.15,6.96,42.88,9.84,9.12,6.04,773.82,64.17,https://spoonacular.com/recipes/White-Bean-Turkey-Chili-665146
Salmon Burgers With Roasted Red Pepper Aioli,lunch,"dairy free, pescatarian, ketogenic",537.09,39.5,34.72,14.52,1.58,1.72,3.17,1060.01,187.15,https://spoonacular.com/recipes/Salmon-Burgers-With-Roasted-Red-Pepper-Aioli-659058
Roast Fennel and Leek Salad with Butterbeans,lunch,"gluten free, lacto ovo vegetarian",344.71,13.22,12.58,47.8,12.18,8.81,5.5,1044.73,11.13,https://spoonacular.com/recipes/Roast-Fennel-and-Leek-Salad-with-Butterbeans-658440
Chicken and Penne Pasta With Garlic Rosemary Sauce,lunch,dairy free,884.27,87.94,17.8,87.61,7.12,5.28,5.68,842.45,217.0,https://spoonacular.com/recipes/Chicken-and-Penne-Pasta-With-Garlic-Rosemary-Sauce-637923
Chicken Cordon Bleu With Mushroom Sauce,lunch,unknown,662.1,66.47,34.98,15.21,1.46,3.59,2.23,1192.47,214.12,https://spoonacular.com/recipes/Chicken-Cordon-Bleu-With-Mushroom-Sauce-638038
Enchilada Stuffed Spaghetti Squash,lunch,gluten free,754.13,53.61,31.49,74.05,24.1,22.66,5.03,2240.03,119.49,https://spoonacular.com/recipes/Enchilada-Stuffed-Spaghetti-Squash-642395
Green Thai Curry with Beef,lunch,"gluten free, dairy free",658.52,39.4,45.98,27.39,8.72,11.86,7.22,1610.55,85.05,https://spoonacular.com/recipes/Green-Thai-Curry-with-Beef-645541
Kk's Fish Tacos,lunch,"dairy free, pescatarian",519.57,47.6,19.51,40.31,4.74,6.92,4.05,575.92,102.0,https://spoonacular.com/recipes/Kk's-Fish-Tacos-648974
Lightened Ricotta Stuffed Shells With Italian Sausage Ragu,lunch,unknown,419.08,29.45,14.22,46.83,2.12,7.07,7.4,1055.51,56.48,https://spoonacular.com/recipes/Lightened-Ricotta-Stuffed-Shells-With-Italian-Sausage-Ragu-650045
Beef Shortribs Splendidly Braised,lunch,"gluten free, dairy free",1007.4,94.33,47.94,47.14,5.18,30.99,13.48,3542.55,261.62,https://spoonacular.com/recipes/Beef-Shortribs-Splendidly-Braised-634673
Lightened Up Chicken Stroganoff,lunch,unknown,837.87,66.32,32.59,69.68,4.15,7.04,3.28,1485.26,204.85,https://spoonacular.com/recipes/Lightened-Up-Chicken-Stroganoff-1096314
Healthy Cabbage Soup with Spicy Kimchi,lunch,"gluten free, dairy free",346.11,14.17,20.45,29.06,6.67,18.4,2.14,699.98,40.82,https://spoonacular.com/recipes/Healthy-Cabbage-Soup-with-Spicy-Kimchi-1096217
Eggplant & Artichoke Heart Galettes,lunch,"gluten free, lacto ovo vegetarian",462.59,21.42,14.45,62.81,13.01,13.16,3.79,4157.94,258.57,https://spoonacular.com/recipes/Eggplant-&-Artichoke-Heart-Galettes-642272
"Ceviche - a Fancy, Expensive Seafood Dish Made Easy at Home",lunch,"gluten free, dairy free, paleolithic, primal, whole 30, pescatarian",217.25,24.64,9.47,11.48,4.63,3.38,1.19,648.44,56.7,"https://spoonacular.com/recipes/Ceviche---a-Fancy,-Expensive-Seafood-Dish-Made-Easy-at-Home-1697719"
Cabbage and Sausage Casserole,lunch,"gluten free, primal, ketogenic",1021.95,42.07,83.1,32.11,14.5,10.57,4.75,3621.86,202.9,https://spoonacular.com/recipes/Cabbage-and-Sausage-Casserole-1697585
Wintery Vegetable Beef Soup,lunch,gluten free,399.69,26.21,19.28,32.04,6.64,9.01,3.67,265.25,87.39,https://spoonacular.com/recipes/Wintery-Vegetable-Beef-Soup-665398
Slow Cooker Pot Roast,lunch,"gluten free, dairy free, whole 30",382.12,56.9,6.07,25.56,3.29,7.54,7.45,648.66,0.0,https://spoonacular.com/recipes/Slow-Cooker-Pot-Roast-673451
Light Greek Lemon Chicken Orzo Soup,lunch,dairy free,280.83,26.87,4.01,33.41,2.68,3.43,2.28,1781.19,59.36,https://spoonacular.com/recipes/Light-Greek-Lemon-Chicken-Orzo-Soup-1098350
Grilled Chicken & Eggplant Sandwiches,lunch,unknown,810.48,55.51,44.28,48.74,7.08,13.23,13.6,1267.3,138.2,https://spoonacular.com/recipes/Grilled-Chicken-&-Eggplant-Sandwiches-645624
Arhar dal {Yellow split peas / Toovar dal} with spicy tempering,lunch,"gluten free, dairy free, lacto ovo vegetarian, vegan",231.9,12.61,7.52,29.82,15.05,1.05,4.32,208.83,0.0,https://spoonacular.com/recipes/Arhar-dal-{Yellow-split-peas-/-Toovar-dal}-with-spicy-tempering-632710
Chicken Pasta Primavera - Flower Patch Farmgirl Style,lunch,unknown,426.91,29.16,15.56,43.55,5.24,7.52,2.92,408.33,75.3,https://spoonacular.com/recipes/Chicken-Pasta-Primavera---Flower-Patch-Farmgirl-Style-638236
Thin Crust Genoa Salami Pizza,lunch,unknown,476.74,19.29,13.25,70.02,4.66,6.74,5.01,955.5,32.78,https://spoonacular.com/recipes/Thin-Crust-Genoa-Salami-Pizza-663366
Masala Lamb Chops,lunch,"gluten free, dairy free, whole 30",526.98,63.15,25.94,8.56,4.14,1.82,8.64,527.88,189.13,https://spoonacular.com/recipes/Masala-Lamb-Chops-651180
Donkatsu - Korean Breaded Pork Cutlet,lunch,dairy free,556.81,38.07,27.21,38.0,3.4,4.4,3.52,542.11,171.62,https://spoonacular.com/recipes/Donkatsu---Korean-Breaded-Pork-Cutlet-641565
Linefish Simmered In A Spiced Coconut Gravy,lunch,"gluten free, dairy free, whole 30, pescatarian, ketogenic",693.29,54.66,46.08,21.58,4.52,6.44,8.25,782.4,125.0,https://spoonacular.com/recipes/Linefish-Simmered-In-A-Spiced-Coconut-Gravy-650112
Seafood Gumbo,lunch,"dairy free, pescatarian",376.35,34.59,5.15,47.88,4.89,5.05,2.94,1433.66,137.68,https://spoonacular.com/recipes/Seafood-Gumbo-659638
Seared Salmon With Garlic Dill Sour Cream,lunch,"gluten free, primal, pescatarian",170.83,17.13,10.65,0.78,0.0,0.37,0.72,40.38,52.06,https://spoonacular.com/recipes/Seared-Salmon-With-Garlic-Dill-Sour-Cream-659670
Sausages with Green Cabbage Mash,lunch,"gluten free, dairy free, whole 30",785.41,24.84,37.94,90.57,16.43,14.02,5.5,806.21,61.2,https://spoonacular.com/recipes/Sausages-with-Green-Cabbage-Mash-645422
Skirt Steak Fajitas,lunch,unknown,699.98,43.05,33.54,58.32,5.37,12.08,6.96,1707.87,102.33,https://spoonacular.com/recipes/Skirt-Steak-Fajitas-660234
"Chicken Rollintini with Pesto, Baby Spinach & Brown Rice",lunch,"gluten free, dairy free, fodmap friendly",351.77,50.65,9.34,13.12,1.33,0.81,1.63,780.55,147.59,"https://spoonacular.com/recipes/Chicken-Rollintini-with-Pesto,-Baby-Spinach-&-Brown-Rice-638289"
Molasses and Cayenne Pork Loin,lunch,"gluten free, dairy free",331.98,26.63,5.0,44.74,0.73,42.16,2.88,156.76,71.44,https://spoonacular.com/recipes/Molasses-and-Cayenne-Pork-Loin-652250
Homemade King Ranch Chicken Casserole,lunch,unknown,554.22,35.6,29.32,36.59,3.11,5.34,4.51,1407.45,109.04,https://spoonacular.com/recipes/Homemade-King-Ranch-Chicken-Casserole-715437
Carne Asada Burritos,lunch,dairy free,657.59,71.29,21.67,43.1,5.96,6.73,5.25,1096.0,190.76,https://spoonacular.com/recipes/Carne-Asada-Burritos-637133
Vegetarian Haggis,lunch,"gluten free, lacto ovo vegetarian",491.22,21.35,27.96,41.01,15.43,1.87,5.34,486.96,39.19,https://spoonacular.com/recipes/Vegetarian-Haggis-664664
"Cheesy Frittata with Spinach, Asparagus and Mushrooms",lunch,"gluten free, primal, ketogenic",416.23,27.52,29.47,12.76,3.6,4.7,5.01,798.54,272.94,"https://spoonacular.com/recipes/Cheesy-Frittata-with-Spinach,-Asparagus-and-Mushrooms-1096276"
Chicken Fingers,lunch,unknown,346.76,51.78,6.29,18.14,0.9,2.15,7.08,457.72,145.83,https://spoonacular.com/recipes/Chicken-Fingers-638086
Creamy Balsamic Chicken with Mushrooms and Fresh Parsley,lunch,"gluten free, primal, ketogenic",655.4,54.93,41.23,16.2,2.76,8.5,3.21,1204.54,229.45,https://spoonacular.com/recipes/Creamy-Balsamic-Chicken-with-Mushrooms-and-Fresh-Parsley-1697813
Grilled Chicken with Sateay Sauce,lunch,"gluten free, dairy free",676.79,57.07,37.67,28.5,2.58,19.33,2.29,2076.83,145.15,https://spoonacular.com/recipes/Grilled-Chicken-with-Sateay-Sauce-645671
Asparagus Soup,lunch,unknown,282.17,19.1,9.76,33.33,6.11,23.25,6.31,867.08,33.01,https://spoonacular.com/recipes/Asparagus-Soup-632944
Red Wine Braised Beef Brisket,lunch,dairy free,486.79,39.16,27.6,10.89,2.07,4.48,4.38,331.48,112.49,https://spoonacular.com/recipes/Red-Wine-Braised-Beef-Brisket-658125
Spinach & Toasted Pumpkin Seed Pesto Pasta,lunch,unknown,565.35,22.3,26.43,60.39,4.25,2.62,3.23,71.71,29.89,https://spoonacular.com/recipes/Spinach-&-Toasted-Pumpkin-Seed-Pesto-Pasta-661250
Lamb Moussaka,lunch,unknown,827.63,77.82,45.37,24.17,5.86,13.24,4.27,1635.26,261.92,https://spoonacular.com/recipes/Lamb-Moussaka-649225
Transylvanian Goulash,lunch,unknown,432.49,53.87,19.29,9.13,2.9,3.75,3.63,1053.39,170.66,https://spoonacular.com/recipes/Transylvanian-Goulash-663792
Coconut and Whole Wheat Chicken Tenders,lunch,dairy free,496.75,55.58,20.54,26.84,6.16,2.67,3.46,464.75,145.15,https://spoonacular.com/recipes/Coconut-and-Whole-Wheat-Chicken-Tenders-639722
Lusciously Lemony Lentil Soup,lunch,"gluten free, dairy free, ketogenic",971.32,44.43,75.76,30.62,6.69,13.31,4.87,1152.3,162.72,https://spoonacular.com/recipes/Lusciously-Lemony-Lentil-Soup-650487
Pork Tenderloin With Mango-Kiwi Glaze Served With Tomatillo Salsa,lunch,"gluten free, dairy free, paleolithic, primal, whole 30",309.85,29.27,8.5,32.16,5.64,22.42,2.7,865.67,81.9,https://spoonacular.com/recipes/Pork-Tenderloin-With-Mango-Kiwi-Glaze-Served-With-Tomatillo-Salsa-656839
Smoky Chicken Tacos,lunch,gluten free,423.5,15.49,26.71,36.85,9.9,8.02,2.47,1136.01,34.2,https://spoonacular.com/recipes/Smoky-Chicken-Tacos-660406
Pasta On The Border,lunch,dairy free,460.76,21.63,19.9,53.19,10.25,16.89,4.83,1435.68,34.02,https://spoonacular.com/recipes/Pasta-On-The-Border-654857
"Elk Italian Sausage Pizza With Ricotta Cheese, Sautéd Mushrooms and Onion",lunch,unknown,745.09,54.1,29.86,65.68,5.77,10.42,8.04,1442.5,122.35,"https://spoonacular.com/recipes/Elk-Italian-Sausage-Pizza-With-Ricotta-Cheese,-Sautéd-Mushrooms-and-Onion-642371"
Slow Cooker Shanghai-Style Beef Borscht,lunch,unknown,516.78,34.63,19.43,54.6,8.27,20.79,6.94,1663.6,85.36,https://spoonacular.com/recipes/Slow-Cooker-Shanghai-Style-Beef-Borscht-1095993
Instant Pot Chili Mac,lunch,unknown,565.8,38.84,19.64,60.24,9.21,10.76,6.58,1084.23,82.74,https://spoonacular.com/recipes/Instant-Pot-Chili-Mac-1165787
Snow Pea Sesame Noodle Salad,lunch,"dairy free, lacto ovo vegetarian",440.55,13.38,21.23,54.73,3.2,6.98,4.21,77.61,0.0,https://spoonacular.com/recipes/Snow-Pea-Sesame-Noodle-Salad-660475
Hungarian Goulash Soup,lunch,"gluten free, primal",791.01,31.63,59.43,38.95,8.63,21.72,5.74,553.16,189.85,https://spoonacular.com/recipes/Hungarian-Goulash-Soup-647656
Wan Ton Mee,lunch,dairy free,506.17,28.43,14.43,67.45,7.3,16.84,5.39,4192.49,4.09,https://spoonacular.com/recipes/Wan-Ton-Mee-664938
Wild Salmon Cakes,lunch,"dairy free, pescatarian",209.25,24.97,8.64,6.14,0.47,0.8,1.48,134.54,103.29,https://spoonacular.com/recipes/Wild-Salmon-Cakes-665348
Beef & Guinness stew,lunch,"gluten free, dairy free",389.02,49.07,15.75,10.42,1.58,5.24,5.45,345.13,135.43,https://spoonacular.com/recipes/Beef-&-Guinness-stew-634559
Wildwood Ovens Bourbon Apple Glazed Cedar Plank Salmon,lunch,"gluten free, dairy free, pescatarian",297.13,30.22,9.68,14.64,0.36,12.89,1.45,1233.86,83.16,https://spoonacular.com/recipes/Wildwood-Ovens-Bourbon-Apple-Glazed-Cedar-Plank-Salmon-665352
Bacon-Wrapped Salmon,lunch,"gluten free, dairy free, paleolithic, primal, fodmap friendly, whole 30, ketogenic",512.63,41.07,35.8,5.76,1.02,0.45,3.95,370.92,122.54,https://spoonacular.com/recipes/Bacon-Wrapped-Salmon-1096261
Best Chicken Parmesan,lunch,unknown,635.73,53.34,26.02,43.87,2.18,3.21,3.91,1028.38,219.07,https://spoonacular.com/recipes/Best-Chicken-Parmesan-634891
Crock Pot Chicken Pho,lunch,dairy free,538.22,42.54,9.78,69.97,4.64,18.72,4.52,1655.99,86.72,https://spoonacular.com/recipes/Crock-Pot-Chicken-Pho-1095994
Roast Chicken with Apples and Rosemary,lunch,"gluten free, dairy free, paleolithic, primal, whole 30",513.07,34.51,29.95,27.26,4.81,15.35,3.47,291.89,164.17,https://spoonacular.com/recipes/Roast-Chicken-with-Apples-and-Rosemary-658418
Panzanella Salad,lunch,lacto ovo vegetarian,657.42,23.38,20.0,97.11,4.87,10.68,8.0,1463.78,11.06,https://spoonacular.com/recipes/Panzanella-Salad-1005368
Instant Pot Pork Tenderloin Teriyaki,lunch,"gluten free, dairy free",538.11,42.93,14.47,56.84,2.89,14.46,5.01,3967.55,98.28,https://spoonacular.com/recipes/Instant-Pot-Pork-Tenderloin-Teriyaki-1095955
Jalapeno Queso With Goat Cheese,lunch,"gluten free, lacto ovo vegetarian",474.18,31.71,32.39,17.58,4.73,11.99,5.88,1064.16,69.12,https://spoonacular.com/recipes/Jalapeno-Queso-With-Goat-Cheese-648368
Oven Baked Salmon with Broccoli (Sheet Pan ),lunch,pescatarian,439.31,29.65,28.64,16.93,3.76,2.91,2.59,972.92,68.67,https://spoonacular.com/recipes/Oven-Baked-Salmon-with-Broccoli-(Sheet-Pan-)-1697621
Chicken Ragu w Rigatoni,lunch,unknown,605.07,40.05,13.94,73.8,6.68,12.29,3.42,912.95,78.24,https://spoonacular.com/recipes/Chicken-Ragu-w-Rigatoni-638272
Macadamia Crusted Whitefish,lunch,"dairy free, pescatarian",843.3,39.74,37.81,88.01,6.09,2.35,7.38,148.91,138.54,https://spoonacular.com/recipes/Macadamia-Crusted-Whitefish-650523
Spanakopita (Greek Spinach Pie),lunch,lacto ovo vegetarian,632.92,24.51,40.97,44.15,5.88,2.7,5.67,1573.61,153.81,https://spoonacular.com/recipes/Spanakopita-(Greek-Spinach-Pie)-660843
Pork Carnitas with Chipotle BBQ Sauce and Slaw,lunch,gluten free,572.13,42.09,17.0,65.09,5.53,45.83,4.31,2526.23,118.21,https://spoonacular.com/recipes/Pork-Carnitas-with-Chipotle-BBQ-Sauce-and-Slaw-656720
Chicken Stew with a Herb Crust,lunch,unknown,862.07,58.04,33.78,73.33,10.19,20.74,6.97,1429.22,201.47,https://spoonacular.com/recipes/Chicken-Stew-with-a-Herb-Crust-1096242
Liz's Lomo Saltado,lunch,"gluten free, dairy free",41.66,2.71,0.37,8.06,2.01,3.7,1.05,906.52,0.0,https://spoonacular.com/recipes/Liz's-Lomo-Saltado-650225
Asparagus and Pea Soup: Real Convenience Food,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, vegan",217.43,10.84,7.76,28.83,11.17,11.54,4.7,11.26,0.0,https://spoonacular.com/recipes/Asparagus-and-Pea-Soup:-Real-Convenience-Food-716406
"Cauliflower, Brown Rice, and Vegetable Fried Rice",snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",248.3,7.06,12.96,28.91,5.81,3.23,2.64,444.09,0.0,"https://spoonacular.com/recipes/Cauliflower,-Brown-Rice,-and-Vegetable-Fried-Rice-716426"
Easy To Make Spring Rolls,snack,"gluten free, dairy free, pescatarian",161.61,13.32,2.0,28.28,5.84,9.93,14.19,1245.15,32.38,https://spoonacular.com/recipes/Easy-To-Make-Spring-Rolls-642129
Corn Avocado Salsa,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",237.36,4.62,15.58,26.27,9.23,2.32,1.81,13.83,0.0,https://spoonacular.com/recipes/Corn-Avocado-Salsa-640062
Spicy Black-Eyed Pea Curry with Swiss Chard and Roasted Eggplant,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",128.72,6.73,2.2,23.17,8.23,7.24,3.04,551.5,0.0,https://spoonacular.com/recipes/Spicy-Black-Eyed-Pea-Curry-with-Swiss-Chard-and-Roasted-Eggplant-798400
Strawberry-Mango Quinoa Salad,snack,"gluten free, lacto ovo vegetarian",353.62,7.78,16.8,45.92,6.46,14.33,2.82,208.34,0.65,https://spoonacular.com/recipes/Strawberry-Mango-Quinoa-Salad-661925
Homemade Guacamole,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",170.13,2.32,14.83,10.91,7.19,1.62,0.65,8.48,0.0,https://spoonacular.com/recipes/Homemade-Guacamole-715543
Spicy Indian-Style Hummus,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",133.79,5.24,6.38,15.34,4.23,2.76,1.96,203.18,0.0,https://spoonacular.com/recipes/Spicy-Indian-Style-Hummus-716195
Vegetable Dip,snack,"gluten free, lacto ovo vegetarian, primal",209.88,15.62,3.6,32.71,7.29,14.37,2.89,229.17,9.8,https://spoonacular.com/recipes/Vegetable-Dip-664547
Curried Butternut Squash and Apple Soup,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",134.47,7.47,2.66,23.64,5.36,9.56,1.75,63.89,0.0,https://spoonacular.com/recipes/Curried-Butternut-Squash-and-Apple-Soup-641057
Amaranth and Roast Veggie Salad,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",360.99,9.32,18.02,43.97,6.82,8.01,4.93,214.87,0.0,https://spoonacular.com/recipes/Amaranth-and-Roast-Veggie-Salad-632269
Carrot and Cabbage Salad With Coriander+cumin Dry Rub,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, fodmap friendly, whole 30, vegan",222.26,6.08,10.22,32.14,9.78,14.2,2.92,167.29,0.0,https://spoonacular.com/recipes/Carrot-and-Cabbage-Salad-With-Coriander+cumin-Dry-Rub-637162
Alouette® Stuffed Mushroom Caps,snack,"dairy free, lacto ovo vegetarian, vegan",30.37,1.89,0.45,5.54,1.48,1.06,0.94,71.13,0.04,https://spoonacular.com/recipes/Alouette®-Stuffed-Mushroom-Caps-632252
Chilled Cucumber Avocado Soup with Yogurt and Kefir,snack,"gluten free, lacto ovo vegetarian, primal",188.75,8.99,7.28,24.49,6.64,15.25,1.68,263.83,6.07,https://spoonacular.com/recipes/Chilled-Cucumber-Avocado-Soup-with-Yogurt-and-Kefir-716437
Butternut Squash Soup (In Half An Hour!),snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",251.7,8.73,6.49,42.38,8.51,5.97,3.1,666.45,0.0,https://spoonacular.com/recipes/Butternut-Squash-Soup-(In-Half-An-Hour!)-636602
Basil Tagliatelle with Roasted Red Bell Pepper Salad,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",379.36,10.63,13.8,57.81,8.81,15.21,2.75,670.68,41.67,https://spoonacular.com/recipes/Basil-Tagliatelle-with-Roasted-Red-Bell-Pepper-Salad-634437
Vegetarian Mushroom Shepherd's Pie,snack,"gluten free, dairy free",113.26,4.77,4.96,23.59,5.36,6.3,1.74,220.57,0.0,https://spoonacular.com/recipes/Vegetarian-Mushroom-Shepherd's-Pie-664680
Garlic Lemon Chili Broccoli,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, vegan",453.0,10.25,37.65,26.18,9.73,6.37,3.15,354.54,0.0,https://spoonacular.com/recipes/Garlic-Lemon-Chili-Broccoli-1132339
Radish & Snap Pea Quinoa Salad,snack,"gluten free, lacto ovo vegetarian",262.13,11.24,7.31,39.09,6.56,5.68,4.83,231.39,1.99,https://spoonacular.com/recipes/Radish-&-Snap-Pea-Quinoa-Salad-657719
Baby Bok Choy Stir Fry,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",139.27,6.35,8.96,12.38,4.41,5.11,2.55,171.24,0.0,https://spoonacular.com/recipes/Baby-Bok-Choy-Stir-Fry-633226
Baked Penne,snack,"dairy free, lacto ovo vegetarian, vegan",237.18,10.18,1.13,48.59,5.58,4.89,2.05,221.81,0.0,https://spoonacular.com/recipes/Baked-Penne-633711
"Spicy lentil and black rice soup with kale, spinach and leek",snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",202.68,10.82,1.25,38.01,12.35,3.36,3.87,759.28,0.0,"https://spoonacular.com/recipes/Spicy-lentil-and-black-rice-soup-with-kale,-spinach-and-leek-661122"
"Quinoa, Tomato, Green Onion Side Salad",snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",396.33,10.84,18.24,50.04,7.34,4.49,3.86,216.82,0.0,"https://spoonacular.com/recipes/Quinoa,-Tomato,-Green-Onion-Side-Salad-657698"
Skinny Veggie Fried Rice,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",156.9,5.05,8.56,18.89,3.99,6.8,1.27,507.15,0.0,https://spoonacular.com/recipes/Skinny-Veggie-Fried-Rice-660231
Vegan Colcannon Soup,snack,"gluten free, dairy free, lacto ovo vegetarian, whole 30, vegan",186.54,5.56,4.05,34.51,5.05,3.67,2.17,615.5,0.0,https://spoonacular.com/recipes/Vegan-Colcannon-Soup-664419
Seasonal Autumn Stew,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",231.65,7.21,4.8,47.56,11.59,15.61,4.18,627.14,0.0,https://spoonacular.com/recipes/Seasonal-Autumn-Stew-659689
Minted Pea & Spinach Soup,snack,"gluten free, lacto ovo vegetarian",184.42,7.5,4.66,29.81,6.75,10.08,2.85,244.12,13.3,https://spoonacular.com/recipes/Minted-Pea-&-Spinach-Soup-652038
Carolina Caviar - Black Bean Salsa,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",432.89,15.19,17.17,65.57,20.6,13.03,5.69,643.75,0.0,https://spoonacular.com/recipes/Carolina-Caviar---Black-Bean-Salsa-637157
Yellow Squash Noodles with Tomato Basil Sauce,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",219.62,6.94,12.83,25.24,8.28,15.14,2.58,71.57,0.0,https://spoonacular.com/recipes/Yellow-Squash-Noodles-with-Tomato-Basil-Sauce-665527
Quinoa Tabouli Salad,snack,"gluten free, dairy free, lacto ovo vegetarian, vegan",244.17,8.09,8.48,35.6,5.6,4.54,3.5,309.82,0.0,https://spoonacular.com/recipes/Quinoa-Tabouli-Salad-1096186
"Creamy, Healthy Asparagus Soup with Avocado and Fennel",snack,"gluten free, primal",238.35,9.0,15.01,24.07,11.37,8.93,6.55,242.97,0.75,"https://spoonacular.com/recipes/Creamy,-Healthy-Asparagus-Soup-with-Avocado-and-Fennel-1096213"
Egyptain Cauliflower Side Salad,snack,"gluten free, dairy free, paleolithic, lacto ovo vegetarian, primal, whole 30, vegan",183.1,3.6,14.87,12.29,4.47,5.91,1.87,240.79,0.0,https://spoonacular.com/recipes/Egyptain-Cauliflower-Side-Salad-642346
Chipotle Black Bean Soup with Avocado Cream,snack,"gluten free, lacto ovo vegetarian",283.63,11.79,9.42,40.47,16.75,5.83,4.05,1076.32,6.59,https://spoonacular.com/recipes/Chipotle-Black-Bean-Soup-with-Avocado-Cream-638741
